id,title,artist,danceability,decade,Track URI,Genre
SODWRCT13723B3E5AB,I Still Haven't Found What I'm Looking For,U2,0.537812,1980s,http://dbpedia.org/resource/I_Still_Haven%27t_Found_What_I%27m_Looking_For,Rock
SOHDGPV1478A88E976,Abracadabra,Steve Miller Band,0.79853,1980s,http://dbpedia.org/resource/Abracadabra_(Steve_Miller_Band_song),Rock
SOPQUPN14422A64E32,She Drives Me Crazy,Fine Young Cannibals,0.79146,1980s,http://dbpedia.org/resource/She_Drives_Me_Crazy,Electronic Rock Pop
SOCKQKS131343945F3,Total Eclipse of the Heart,Bonnie Tyler,0.428947,1980s,http://dbpedia.org/resource/Total_Eclipse_of_the_Heart,Electronic Rock
SOAULMM144ADC2FE6F,Eternal Flame,The Bangles,0.518804,1980s,http://dbpedia.org/resource/Eternal_Flame_(song),Rock
SOJDAWE12A67ADE75A,Papa Don't Preach,Madonna,0.80689,1980s,http://dbpedia.org/resource/Papa_Don%27t_Preach,Electronic
SOBAYOY146149542C1,Walk Like an Egyptian,The Bangles,0.717754,1980s,http://dbpedia.org/resource/Walk_Like_an_Egyptian,Rock Pop
SOHYXUI136F232D822,I Want To Know What Love Is,Foreigner,0.368371,1980s,http://dbpedia.org/resource/I_Want_to_Know_What_Love_Is,Rock
SOKRZDC137755EF55B,Right Here Waiting,Richard Marx,0.612696,1980s,http://dbpedia.org/resource/Right_Here_Waiting,Rock
SOIIHAQ1461AFA85E4,The Look,Roxette,0.656729,1980s,http://dbpedia.org/resource/The_Look,Electronic Rock
SOKPTWM14E73C5970B,"Up Where We Belong [De ""Oficial y Cavallero""]",Joe Cocker & Jennifer Warnes,0.499286,1980s,http://dbpedia.org/resource/Up_Where_We_Belong,Rock Stage&Screen
SOTEZRJ14615702F32,Wake Me Up Before You Go-Go,Wham!,0.602144,1980s,http://dbpedia.org/resource/Wake_Me_Up_Before_You_Go-Go,Rock Pop
SOLRGIW139E0967BA3,Nothing's Gonna Stop Us Now,Starship,0.676617,1980s,http://dbpedia.org/resource/Nothing%27s_Gonna_Stop_Us_Now,Rock
SOZJRGP146083C3775,Sweet Child O' Mine,Guns N' Roses,0.451043,1980s,http://dbpedia.org/resource/Sweet_Child_o%27_Mine,Rock
SOKBBOB144BD428A8E,Another One Bites The Dust,Queen,0.533729,1980s,http://dbpedia.org/resource/Another_One_Bites_the_Dust,Rock
SOTGWYC1377304AA5E,Livin' On A Prayer,Bon Jovi,0.635257,1980s,http://dbpedia.org/resource/Livin%27_on_a_Prayer,Rock
SOZQWOX12A8AE46E52,99 Red Balloons,Nena,0.480872,1980s,http://dbpedia.org/resource/99_Luftballons,Electronic Rock
SOIKFWO14405C60BD8,West End Girls,Pet Shop Boys,0.736677,1980s,http://dbpedia.org/resource/West_End_Girls,Electronic Pop
SOCMTTQ14F9AD43D2A,Swing the Mood,Jive Bunny & The Mastermixers,0.574629,1980s,http://dbpedia.org/resource/Swing_the_Mood,Rock
SOCLBXH150715DBF77,Desire,U2,0.274024,1980s,http://dbpedia.org/resource/Desire_(U2_song),Electronic Rock
SOLZDWV143DBBC255E,Sweet Dreams (Are Made Of This),Eurythmics,0.496826,1980s,http://dbpedia.org/resource/Sweet_Dreams_(Are_Made_of_This),Electronic Pop
SOGZMMC134EE36B1F6,Love Shack,The B-52's,0.648393,1980s,http://dbpedia.org/resource/Love_Shack,Electronic Rock Pop
SOLSVGS12B0B807682,Like A Virgin,Madonna,0.769848,1980s,http://dbpedia.org/resource/Like_a_Virgin_(song),Pop
SOJQBKI144C980C523,All Night Long,Lionel Richie,0.736022,1980s,http://dbpedia.org/resource/All_Night_Long_(All_Night),Funk/Soul
SOOMIIV144BD552639,Relax,Frankie Goes to Hollywood,0.627116,1980s,http://dbpedia.org/resource/Relax_(song),Electronic Rock
SOHTWWS13E9058312F,In The Air Tonight,Phil Collins,0.55286,1980s,http://dbpedia.org/resource/In_the_Air_Tonight,Rock
SORPWIR1506B106478,Against All Odds,Phil Collins,0.604194,1980s,http://dbpedia.org/resource/Against_All_Odds_(Take_a_Look_at_Me_Now),Rock Pop Stage&Screen
SOLUHBH1315CD43CB2,Woman,John Lennon,0.674256,1980s,http://dbpedia.org/resource/Woman_(John_Lennon_song),Rock
SOPYHZN141A31B5ABB,Shout,Tears for Fears,0.530364,1980s,http://dbpedia.org/resource/Shout_(Tears_for_Fears_song),Electronic Rock Pop
SORRDVK144BAE4E6C8,"Say You, Say Me",Lionel Richie,0.662599,1980s,"http://dbpedia.org/resource/Say_You,_Say_Me",Electronic Funk/Soul Stage&Screen 
SOHALUK12AB018248E,Crazy Little Thing Called Love,Queen,0.59821,1980s,http://dbpedia.org/resource/Crazy_Little_Thing_Called_Love,Rock
SOVMGEX12AC9070FF2,Jump,Van Halen,0.572353,1980s,http://dbpedia.org/resource/Jump_(Van_Halen_song),Rock
SOLAWAH1379E4E3E1F,Batdance,Prince,0.652558,1980s,http://dbpedia.org/resource/Batdance,Electronic Funk/Soul
SOFTCBG1462343455B,"Get Outta My Dreams, Get Into My Car",Billy Ocean,0.692721,1980s,"http://dbpedia.org/resource/Get_Outta_My_Dreams,_Get_into_My_Car",Funk/Soul Pop
SOHONBI1340BB9EF99,Say Say Say,Paul McCartney,0.813669,1980s,http://dbpedia.org/resource/Say_Say_Say,Electronic
SOIIUWE12A8C132FCB,Xanadu,Olivia Newton-John,0.661169,1980s,http://dbpedia.org/resource/Xanadu_(Olivia_Newton-John_and_Electric_Light_Orchestra_song),Rock Stage&Screen
SOMRXSA144F4F9AA90,Sledgehammer,Peter Gabriel,0.668133,1980s,http://dbpedia.org/resource/Sledgehammer_(Peter_Gabriel_song),Rock
SOPCPNR13D11031C0B,Fame,Irene Cara,0.638136,1980s,http://dbpedia.org/resource/Fame_(Irene_Cara_song),Electronic Pop Stage&Screen
SOLSTMA144B71ABCE8,Hello,Lionel Richie,0.5222,1980s,http://dbpedia.org/resource/Hello_(Lionel_Richie_song),Funk/Soul
SODFDCP12AF72A7395,Ghostbusters,Ray Parker Jr.,0.767706,1980s,http://dbpedia.org/resource/Ghostbusters_(song),Electronic
SOYNTAJ14986E251CB,Footloose,Kenny Loggins,0.399881,1980s,http://dbpedia.org/resource/Footloose_(song),Rock Pop Stage&Screen
SOQTWPJ1315CD4D22C,Words,F.R. David,0.564664,1980s,http://dbpedia.org/resource/Words_(F._R._David_song),Electronic Pop
SOZSGZI12A6D4F841E,Need You Tonight,INXS,0.81002,1980s,http://dbpedia.org/resource/Need_You_Tonight,Electronic Rock Pop
SOBXUQN1315CD3F0D1,Hard To Say I'm Sorry,Chicago,0.559761,1980s,http://dbpedia.org/resource/Hard_to_Say_I%27m_Sorry,Rock Pop
SORQQZI146173F0F4A,Lambada,Kaoma,0.792483,1980s,http://dbpedia.org/resource/Lambada_(song),Latin
SOABQTG12A6701F3DB,Who's That Girl,Madonna,0.612055,1980s,http://dbpedia.org/resource/Who%27s_That_Girl_(Madonna_song),Electronic Stage&Screen
SOESIVT13FB149D363,The Living Years,Mike + The Mechanics,0.514546,1980s,http://dbpedia.org/resource/The_Living_Years,Rock
SOBJYRQ141208B637E,Celebration,Kool & The Gang,0.474941,1980s,http://dbpedia.org/resource/Celebration_(Kool_%26_the_Gang_song),Funk/Soul
SOBQCYL12AB0182E31,Heaven Is A Place On Earth,Belinda Carlisle,0.641936,1980s,http://dbpedia.org/resource/Heaven_Is_a_Place_on_Earth,Electronic Rock
SOCEUON135CC908B44,The Winner Takes It All,ABBA,0.412083,1980s,http://dbpedia.org/resource/The_Winner_Takes_It_All,Pop
SOMWBOM13EA5AFB71F,Girl I'm Gonna Miss You,Milli Vanilli,0.721042,1980s,http://dbpedia.org/resource/Girl_I%27m_Gonna_Miss_You,Funk/Soul Pop
SOMBINS136004BA720,Stayin' Alive,Bee Gees,0.702418,1970s,http://dbpedia.org/resource/Stayin%27_Alive,Funk/Soul
SOBYOUO145FEC6150C,You're The One That I Want,John Travolta,0.753664,1970s,http://dbpedia.org/resource/You%27re_the_One_That_I_Want,Pop Stage&Screen
SOVMVTH1401CD8A6C1,YMCA,Village People,0.651518,1970s,http://dbpedia.org/resource/Y.M.C.A._(song),Electronic Funk/Soul
SOFLGWM13134399A20,Kung Fu Fighting,Carl Douglas,0.579672,1970s,http://dbpedia.org/resource/Kung_Fu_Fighting,Funk/Soul Pop
SOBGPGX12AB017EF24,Dancing Queen,ABBA,0.466155,1970s,http://dbpedia.org/resource/Dancing_Queen,Pop
SOKRMJX137564A7E5A,In The Summertime,Mungo Jerry,0.574503,1970s,http://dbpedia.org/resource/In_the_Summertime,Rock Pop
SODNAYB144BC859FF0,Waterloo,ABBA,0.430353,1970s,http://dbpedia.org/resource/Waterloo_(ABBA_song),Rock Pop
SOAXNQB12C0DD054D9,Night Fever,Bee Gees,0.693079,1970s,http://dbpedia.org/resource/Night_Fever,Electronic Stage&Screen
SOHIMAB1450661DF0C,Rock Your Baby,George McCrae,0.680496,1970s,http://dbpedia.org/resource/Rock_Your_Baby,Funk/Soul
SOJSAAM13A18D360C2,Venus,Shocking Blue,0.657602,1970s,http://dbpedia.org/resource/Venus_(Shocking_Blue_song),Electronic Rock Pop
SOGTCBQ12AF729FFA3,Tie a Yellow Ribbon 'Round the Ole Oak Tree,Tony Orlando,0.528345,1970s,http://dbpedia.org/resource/Tie_a_Yellow_Ribbon_Round_the_Ole_Oak_Tree,Pop
SOASSHH1514A043563,If You Leave Me Now,Chicago,0.376102,1970s,http://dbpedia.org/resource/If_You_Leave_Me_Now,Rock Pop
SOSZBOL1311AFD6828,I Will Survive,Gloria Gaynor,0.646839,1970s,http://dbpedia.org/resource/I_Will_Survive,Funk/Soul
SOATPHS1311AFDEC82,Bridge Over Troubled Water,Simon & Garfunkel,0.30955,1970s,http://dbpedia.org/resource/Bridge_over_Troubled_Water,Pop
SODGLIX150ED6AEBBE,Le Freak,Chic,0.887522,1970s,http://dbpedia.org/resource/Le_Freak,Funk/Soul
SOLDUGS1311AFEA559,"Aquarius / Let the Sunshine In (The Flesh Failures) ([From the American Tribal Love Rock Musical ""Hair""])",Billy Swan,0.775715,1970s,http://dbpedia.org/resource/I_Can_Help,Rock
SOLXVVT13167718851,I Beg Your Pardon (I Never Promised You a Rose Garden),Lynn Anderson,0.468307,1970s,http://dbpedia.org/resource/Rose_Garden_(Lynn_Anderson_song),Pop
SOARCTG1454526286A,Fernando,ABBA,0.356125,1970s,http://dbpedia.org/resource/Fernando_(song),Rock Pop
SOSHVUG136ED773438,How Deep Is Your Love,Bee Gees,0.630573,1970s,http://dbpedia.org/resource/How_Deep_Is_Your_Love_(Bee_Gees_song),Pop
SOTCTUB13665DA247E,Tragedy,Bee Gees,0.67788,1970s,http://dbpedia.org/resource/Tragedy_(Bee_Gees_song),Funk/Soul Pop
SOKQLFL13E46226235,Crocodile Rock,Elton John,0.613954,1970s,http://dbpedia.org/resource/Crocodile_Rock,Rock Pop
SOWOJWN1513A5337A2,Hot Stuff,Donna Summer,0.779891,1970s,http://dbpedia.org/resource/Hot_Stuff_(Donna_Summer_song),Electronic
SOWAWEG1506BCB3B8D,You're so Vain,Carly Simon,0.519627,1970s,http://dbpedia.org/resource/You%27re_So_Vain,Rock Pop
SOXYKUW144EE55885D,Born to Be Alive,Patrick Hernandez,0.729077,1970s,http://dbpedia.org/resource/Born_to_Be_Alive,Funk/Soul
SOEXTJR13665BFF318,I Feel Love,Donna Summer,0.599068,1970s,http://dbpedia.org/resource/I_Feel_Love,Electronic
SOLJOJP13762D94F95,It's a Heartache,Bonnie Tyler,0.55174,1970s,http://dbpedia.org/resource/It%27s_a_Heartache,Rock Pop
SONNVUF142AB4DEC54,Sos,ABBA,0.357585,1970s,http://dbpedia.org/resource/SOS_(ABBA_song),Pop
SOADJHL12AC9072846,Pop Muzik,M,0.749511,1970s,http://dbpedia.org/resource/Pop_Muzik,Electronic
SOCRJHS13D67653F03,Sugar Baby Love,The Rubettes,0.498251,1970s,http://dbpedia.org/resource/Sugar_Baby_Love,Rock Pop
SOPDADR14D70DBCEFD,Too Much Heaven,Bee Gees,0.561868,1970s,http://dbpedia.org/resource/Too_Much_Heaven,Pop
SOIPGRE1375C8880C2,Kiss You All Over,EXILE,0.80606,1970s,http://dbpedia.org/resource/Kiss_You_All_Over,Rock Pop
SOFKYBG14608C5B9D4,Ring My Bell,Anita Ward,0.768593,1970s,http://dbpedia.org/resource/Ring_My_Bell,Funk/Soul
SOMKRKN143A0D14E57,Fox On The Run,Sweet,0.412697,1970s,http://dbpedia.org/resource/Fox_on_the_Run_(Sweet_song),Rock Pop
SOTQJRH144D1160664,Daddy Cool,Boney M.,0.759814,1970s,http://dbpedia.org/resource/Daddy_Cool_(Boney_M._song),Electronic 
SOSEDYI13E907C9947,Don't Stop 'Til You Get Enough,Michael Jackson,0.837228,1970s,http://dbpedia.org/resource/Don%27t_Stop_%27Til_You_Get_Enough,Electronic Funk/Soul
SOKNCNM14C02BF7D32,Ma Baker,Boney M.,0.883808,1970s,http://dbpedia.org/resource/Ma_Baker,Electronic
SOREWLM135C21A172D,She's A Lady,Tom Jones,0.444509,1970s,http://dbpedia.org/resource/She%27s_a_Lady,Funk/Soul Pop
SOMFWSO144B302B46A,Grease,Frankie Valli,0.808027,1970s,http://dbpedia.org/resource/Grease_(song),Electronic Stage&Screen
SOQSJDG12AF72A40ED,Joy To The World,Three Dog Night,0.670467,1970s,http://dbpedia.org/resource/Joy_to_the_World_(Three_Dog_Night_song),Pop Rock
SOPZODU144BAA84E10,Three Times A Lady,Commodores,0.371739,1970s,http://dbpedia.org/resource/Three_Times_a_Lady,Funk/Soul
SOUCKTF150E5535365,Una Paloma Blanca,George Baker Selection,0.709091,1970s,http://dbpedia.org/resource/Paloma_Blanca,Pop Stage&Screen
SOMPBFM1460D768730,Kiss and Say Goodbye,The Manhattans,0.642702,1970s,http://dbpedia.org/resource/Kiss_and_Say_Goodbye,Funk/Soul
SOBCKPM12A6D4FD13C,Love Will Keep Us Together,Captain & Tennille,0.663883,1970s,http://dbpedia.org/resource/Love_Will_Keep_Us_Together,Pop
SOQMTCK13FC0C327E6,Lady Marmalade,Patti LaBelle,0.486601,1970s,http://dbpedia.org/resource/Lady_Marmalade,Funk/Soul
SOPFJHS1371EC41B0C,December 1963 (Oh What A Night),The Four Seasons,0.538329,1970s,"http://dbpedia.org/resource/December,_1963_(Oh,_What_a_Night)",Rock Pop
SOULZYB136F0D52CBF,Knock Three Times,Tony Orlando & Dawn,0.783274,1970s,http://dbpedia.org/resource/Knock_Three_Times,Pop
SOWDWQJ144BED93336,Take A Chance On Me,ABBA,0.685815,1970s,http://dbpedia.org/resource/Take_a_Chance_on_Me,Rock Pop
SORJYIC1315CD45FF0,"Money, Money, Money",ABBA,0.787412,1970s,"http://dbpedia.org/resource/Money,_Money,_Money",Rock Pop
SOQFDIC144C2F76132,We Don't Talk Anymore,Cliff Richard,0.701864,1970s,http://dbpedia.org/resource/We_Don%27t_Talk_Anymore_(Cliff_Richard_song),Rock Pop
SOFIDLX146563A24BF,"Shame, Shame, Shame",Shirley & Company,0.691173,1970s,"http://dbpedia.org/resource/Shame,_Shame,_Shame_(Shirley_%26_Company_song)",Funk/Soul
SOCSGPP12B55270274,SHADOW DANCING,Andy Gibb,0.742951,1970s,http://dbpedia.org/resource/Shadow_Dancing_(song),Electronic
SOJCDXD150DC185419,Raindrops Keep Falling on My Head,B.J. Thomas,0.717981,1970s,http://dbpedia.org/resource/Raindrops_Keep_Fallin%27_on_My_Head,Rock Pop
SOGEZEF137722215B6,Goodbye Yellow Brick Road,Elton John,0.563423,1970s,http://dbpedia.org/resource/Goodbye_Yellow_Brick_Road_(song),Rock Pop
SONYLTV12AB0183629,Beautiful Sunday,Daniel Boone,0.663209,1970s,http://dbpedia.org/resource/Beautiful_Sunday_(song),Rock Pop
SONCIQU12AB0180563,Superstition,Stevie Wonder,0.625494,1970s,http://dbpedia.org/resource/Superstition_(song),Funk/Soul
SOEIUCI144B3081718,The Way We Were,Barbra Streisand,0.220301,1970s,http://dbpedia.org/resource/The_Way_We_Were_(song),Pop
SORGNOR144D029652A,(They Long To Be) Close To You,Carpenters,0.547988,1970s,http://dbpedia.org/resource/(They_Long_to_Be)_Close_to_You,Rock Pop
SOPFJHS1371EC41B0C,December 1963 (Oh What A Night),The Four Seasons,0.538329,1970s,"http://dbpedia.org/resource/December,_1963_(Oh,_What_a_Night)",Rock Pop
SOULZYB136F0D52CBF,Knock Three Times,Tony Orlando & Dawn,0.783274,1970s,http://dbpedia.org/resource/Knock_Three_Times,Pop
SOAMSYX144D0315F3E,Theme From Shaft,Isaac Hayes,0.382009,1970s,http://dbpedia.org/resource/Theme_from_Shaft,Funk/Soul Stage&Screen
SOHHATU147442B4B34,Up Around the Bend,Creedence Clearwater Revival,0.276005,1970s,http://dbpedia.org/resource/Up_Around_the_Bend,Rock
SORJYIC1315CD45FF0,"Money, Money, Money",ABBA,0.787412,1970s,"http://dbpedia.org/resource/Money,_Money,_Money",Rock Pop
SOQFDIC144C2F76132,We Don't Talk Anymore,Cliff Richard,0.701864,1970s,http://dbpedia.org/resource/We_Don%27t_Talk_Anymore_(Cliff_Richard_song),Rock Pop
SOFIDLX146563A24BF,"Shame, Shame, Shame",Shirley & Company,0.691173,1970s,"http://dbpedia.org/resource/Shame,_Shame,_Shame_(Shirley_%26_Company_song)",Funk/Soul
SOCSGPP12B55270274,SHADOW DANCING,Andy Gibb,0.742951,1970s,http://dbpedia.org/resource/Shadow_Dancing_(song),Electronic
SOJCDXD150DC185419,Raindrops Keep Falling on My Head,B.J. Thomas,0.717981,1970s,http://dbpedia.org/resource/Raindrops_Keep_Fallin%27_on_My_Head,Rock Pop
SOGEZEF137722215B6,Goodbye Yellow Brick Road,Elton John,0.563423,1970s,http://dbpedia.org/resource/Goodbye_Yellow_Brick_Road_(song),Rock Pop
SOUKYSH146E84A1F8A,I Was Made For Lovin' You,Kiss,0.656173,1970s,http://dbpedia.org/resource/I_Was_Made_for_Lovin%27_You,Rock
SONYLTV12AB0183629,Beautiful Sunday,Daniel Boone,0.663209,1970s,http://dbpedia.org/resource/Beautiful_Sunday_(song),Rock Pop
SONCIQU12AB0180563,Superstition,Stevie Wonder,0.625494,1970s,http://dbpedia.org/resource/Superstition_(song),Funk/Soul
SOEIUCI144B3081718,The Way We Were,Barbra Streisand,0.220301,1970s,http://dbpedia.org/resource/The_Way_We_Were_(song),Pop
SOGUVNP12AC3DFB662,Mississippi,Pussycat,0.608758,1970s,http://dbpedia.org/resource/Mississippi_(song),Rock
SORGNOR144D029652A,(They Long To Be) Close To You,Carpenters,0.547988,1970s,http://dbpedia.org/resource/(They_Long_to_Be)_Close_to_You,Rock Pop
SOHOGMQ150CE82C47A,(I Can't Get No) Satisfaction,Keith Richards,0.255084,1960s,http://dbpedia.org/resource/(I_Can%27t_Get_No)_Satisfaction,Rock Pop
SOCUXTU150D32A133B,"Oh, Pretty Woman",Roy Orbison,0.583944,1960s,"http://dbpedia.org/resource/Oh,_Pretty_Woman",Rock Pop
SOKMJYC13678934206,Hey Jude,The Beatles,0.401926,1960s,http://dbpedia.org/resource/Hey_Jude,Rock Pop
SOITPFO141E94F2CBB,I Want To Hold Your Hand,The Beatles,0.493924,1960s,http://dbpedia.org/resource/I_Want_to_Hold_Your_Hand,Rock Pop
SOGQKIH148F10E3B88,A Whiter Shade Of Pale,Procol Harum,0.172908,1960s,http://dbpedia.org/resource/A_Whiter_Shade_of_Pale,Rock
SOPITAT13C6B0B965C,It's Now or Never,Elvis Presley,0.600321,1960s,http://dbpedia.org/resource/It%27s_Now_or_Never_(song),Rock Pop
SOQSZVW150FD1E1F30,Help!,The Beatles,0.533892,1960s,http://dbpedia.org/resource/Help!_(song),Rock Stage&Screen
SOAHOPD141E287EDF6,She Loves You,The Beatles,0.358463,1960s,http://dbpedia.org/resource/She_Loves_You,Rock
SOCFFOL144B8AECA0F,Let's Twist Again,Chubby Checker,0.635351,1960s,http://dbpedia.org/resource/Let%27s_Twist_Again,Rock
SOXXRZW130516DE8FD,Unchained Melody,The Righteous Brothers,0.418383,1960s,http://dbpedia.org/resource/Unchained_Melody,Rock Pop
SOCKBTE12B20E5E4E3,Yesterday,The Beatles,0.342667,1960s,http://dbpedia.org/resource/Yesterday_(Beatles_song),Rock Pop
SOJPBUH135CB4BD5EF,Strangers in the Night,Frank Sinatra,0.249971,1960s,http://dbpedia.org/resource/Strangers_in_the_Night,Jazz 
SOGKTSR12B20E5E52A,All You Need Is Love,The Beatles,0.399709,1960s,http://dbpedia.org/resource/All_You_Need_Is_Love,Rock
SOSOASX13767145742,I'm A Believer,The Monkees,0.529047,1960s,http://dbpedia.org/resource/I%27m_a_Believer,Rock Pop
SOPWJGK148B9D6D822,The Twist,Chubby Checker,0.352308,1960s,http://dbpedia.org/resource/The_Twist_(song),Rock
SODGIOB13927071848,I Feel Fine,The Beatles,0.528709,1960s,http://dbpedia.org/resource/I_Feel_Fine,Rock
SOQDCBM1513233E788,"Hello, Goodbye",The Beatles,0.489087,1960s,"http://dbpedia.org/resource/Hello,_Goodbye",Rock Pop
SORNSYB150D3182FC7,Get Back,The Beatles,0.722574,1960s,http://dbpedia.org/resource/Get_Back,Rock Pop
SOTYUXO1463298FFBD,Sugar Sugar,The Archies,0.561105,1960s,"http://dbpedia.org/resource/Sugar,_Sugar",Rock
SOEBVPK150D49D36EA,A Hard Day's Night,The Beatles,0.444402,1960s,http://dbpedia.org/resource/A_Hard_Day%27s_Night_(song),Rock Stage&Screen
SOCNTRG1376CF618DA,(You're The) Devil in Disguise,Elvis Presley,0.510622,1960s,http://dbpedia.org/resource/(You%27re_the)_Devil_in_Disguise,Rock
SOHBJQR12A8C137BFB,These Boots Are Made For Walkin',Nancy Sinatra,0.628324,1960s,http://dbpedia.org/resource/These_Boots_Are_Made_for_Walkin%27,Rock Pop
SONOLED13167713AFB,Good Vibrations,The Beach Boys,0.288974,1960s,http://dbpedia.org/resource/Good_Vibrations,Rock
SOAGTPE13F4F49A8F8,Return To Sender,Elvis Presley,0.826889,1960s,http://dbpedia.org/resource/Return_to_Sender_(song),Rock Pop
SOODMHM14FAFCBE431,Ticket To Ride,The Beatles,0.499852,1960s,http://dbpedia.org/resource/Ticket_to_Ride,Rock
SORYIBB1340BBB8F0E,In The Year 2525 (Exordius & Terminus),Zager & Evans,0.453373,1960s,http://dbpedia.org/resource/In_the_Year_2525,Rock
SOEZRHC136797F9DD5,Penny Lane,The Beatles,0.651044,1960s,http://dbpedia.org/resource/Penny_Lane,Rock
SOASPYA133A920D632,Yellow Submarine,The Beatles,0.667571,1960s,http://dbpedia.org/resource/Yellow_Submarine_(song),Rock Stage&Screen
SOQNMDU1392707296B,Paperback Writer,The Beatles,0.455989,1960s,http://dbpedia.org/resource/Paperback_Writer,Rock
SOWVZOK14F9B21BA8B,Good Luck Charm,Elvis Presley,0.777981,1960s,http://dbpedia.org/resource/Good_Luck_Charm,Rock Pop
SOZKEEK12B0B80887C,HONKY TONK WOMEN,The Rolling Stones,0.584341,1960s,http://dbpedia.org/resource/Honky_Tonk_Women,Rock
SOJJGDP1376A7BAE6D,Surrender,Elvis Presley,0.372652,1960s,http://dbpedia.org/resource/Surrender_(Elvis_Presley_song),Rock
SOAFETD145448AD1A7,Cathy's Clown,The Everly Brothers,0.605329,1960s,http://dbpedia.org/resource/Cathy%27s_Clown,Rock
SOMZWXS145FB7FA7CA,Wooly Bully,Sam the Sham & The Pharaohs,0.791505,1960s,http://dbpedia.org/resource/Wooly_Bully,Rock
SOADRVY145B01B96C5,San Francisco (Be Sure to Wear Flowers in Your Hair),Scott McKenzie,0.56008,1960s,http://dbpedia.org/resource/San_Francisco_(Be_Sure_to_Wear_Flowers_in_Your_Hair),Rock
SOWWYBB14F129AF293,Let's Dance,Chris Montez,0.693995,1960s,http://dbpedia.org/resource/Let's_Dance_(Chris_Montez_song),Rock
SOWZZJJ1508A79458B,Save The Last Dance For Me,The Drifters,0.440874,1960s,http://dbpedia.org/resource/Save_the_Last_Dance_for_Me,Rock
SOHJTJM14FEDE387E8,Hey Paula,Paul+Paula,0.497921,1960s,http://dbpedia.org/resource/Hey_Paula_(song),Rock
SOUQKTV150C84E7EEB,Hello Mary Lou,Rick Nelson,0.492971,1960s,http://dbpedia.org/resource/Hello_Mary_Lou,Rock
SOSAPSG144AFFA095C,Runaway,Del Shannon,0.551693,1960s,http://dbpedia.org/resource/Runaway_(Del_Shannon_song),Rock
SOXQWJR1474483CAA9,Can't Buy Me Love,The Beatles,0.588993,1960s,http://dbpedia.org/resource/Can%27t_Buy_Me_Love,Rock Pop
SONTWXX1367980F152,Come Together,The Beatles,0.528642,1960s,http://dbpedia.org/resource/Come_Together,Rock
SOHWDWK12A8AE49E37,The Ballad Of John & Yoko,The Beatles Sing Alongs,0.589344,1960s,http://dbpedia.org/resource/The_Ballad_of_John_and_Yoko,Rock
SOVDJAS14E74361354,Wonderful World,Sam Cooke,0.687564,1960s,http://dbpedia.org/resource/Wonderful_World_(Sam_Cooke_song),Funk/Soul 
SOMEXNK146071FDCE5,Jumpin' Jack Flash,The Rolling Stones,0.583599,1960s,http://dbpedia.org/resource/Jumpin%27_Jack_Flash,Rock
SOUYARN1312FDFD0A6,Oh Happy Day,Edwin Hawkins Singers,0.512959,1960s,http://dbpedia.org/resource/Oh_Happy_Day,Funk/Soul
SOWRXFV150DC15F5C8,The Letter,The Box Tops,0.672892,1960s,http://dbpedia.org/resource/The_Letter_(The_Box_Tops_song),Rock
SOYIBUL13927071A15,Daydream Believer,The Monkees,0.487352,1960s,http://dbpedia.org/resource/Daydream_Believer,Rock
SOKEXKQ148A55253CB,Puppet On A String,Sandie Shaw,0.732835,1960s,http://dbpedia.org/resource/Puppet_on_a_String,Rock Pop
SORPJMF136DACA3A85,Il silenzio,Nini Rosso,0.362428,1960s,http://dbpedia.org/resource/Il_Silenzio_(song),Jazz
SORYRTE133EB4D9304,Delilah,Tom Jones,0.398702,1960s,http://dbpedia.org/resource/Delilah_(Tom_Jones_song),Pop
SOHOVYV13129A9132C,Eloise,Barry Ryan,0.413411,1960s,http://dbpedia.org/resource/Eloise_(Paul_Ryan_song),Rock
SORFWMU1506BBA36E8,Only the Lonely,Roy Orbison,0.595693,1960s,http://dbpedia.org/resource/Only_the_Lonely,Rock Pop
SOASIVB1311AFE047E,Light My Fire,The Doors,0.41264,1960s,http://dbpedia.org/resource/Light_My_Fire,Rock
SOWMENA15183DFFA96,Lady Madonna,The Beatles,0.651029,1960s,http://dbpedia.org/resource/Lady_Madonna,Rock
SOJGPTN1377340C1A0,Get Off Of My Cloud,The Rolling Stones,0.567721,1960s,http://dbpedia.org/resource/Get_Off_of_My_Cloud,Rock Pop
SOUQJGE1377A8ABA1D,(Sittin' On) The Dock Of The Bay,Otis Redding,0.768707,1960s,http://dbpedia.org/resource/(Sittin%27_On)_The_Dock_of_the_Bay,Funk/Soul
SOVMPTT133EB4D1ED5,The Last Time,The Rolling Stones,0.276648,1960s,http://dbpedia.org/resource/The_Last_Time_(The_Rolling_Stones_song),Rock
SOHXNPS14F9B2886E6,Stuck on You,Elvis Presley,0.753396,1960s,http://dbpedia.org/resource/Stuck_on_You_(Elvis_Presley_song),Rock Pop
SOOELTO1366DB68925,Judy In Disguise,John Fred & His Playboy Band,0.63356,1960s,http://dbpedia.org/resource/Judy_in_Disguise_(With_Glasses),Rock
SOBPDHD13678943EFF,Strawberry Fields Forever,The Beatles,0.388861,1960s,http://dbpedia.org/resource/Strawberry_Fields_Forever,Rock
SOWKIZJ1376DF6A95B,She's Not You,Elvis Presley,0.563693,1960s,http://dbpedia.org/resource/She%27s_Not_You,Rock Pop
